id,date,month,nweek,dweek,day,nightdelmaxweek,delmaxmonth
60,2016-2-29,2,10,2,-6,-9
61,2016-3-1,3,10,3,-8,-13
62,2016-3-2,3,10,4,-4,-11
63,2016-3-3,3,10,5,-8,-13
64,2016-3-4,3,10,6,-7,-10
65,2016-3-5,3,10,7,-8,-11
66,2016-3-6,3,11,1,-6,-8
67,2016-3-7,3,11,2,-4,-8
68,2016-3-8,3,11,3,-4,-8
69,2016-3-9,3,11,4,-5,-8
70,2016-3-10,3,11,5,-3,-8
71,2016-3-11,3,11,6,-2,-11
72,2016-3-12,3,11,7,-3,-8
73,2016-3-13,3,12,1,-2,-11
74,2016-3-14,3,12,2,-6,-10
75,2016-3-15,3,12,3,-3,-10
76,2016-3-16,3,12,4,-5,-6
77,2016-3-17,3,12,5,-2,-8
78,2016-3-18,3,12,6,-3,-10
79,2016-3-19,3,12,7,-3,-6
80,2016-3-20,3,13,1,-4,-7
81,2016-3-21,3,13,2,0,-8
82,2016-3-22,3,13,3,-3,-9
83,2016-3-23,3,13,4,0,-4
84,2016-3-24,3,13,5,0,-6
85,2016-3-25,3,13,6,-3,-6
86,2016-3-26,3,13,7,-1,-7
87,2016-3-27,3,14,1,-2,-7
88,2016-3-28,3,14,2,-1,-4
89,2016-3-29,3,14,3,1,-6
90,2016-3-30,3,14,4,3,-4
91,2016-3-31,3,14,5,0,-3
92,2016-4-1,4,14,6,1,-6
93,2016-4-2,4,14,7,3,-4
94,2016-4-3,4,15,1,3,-3
95,2016-4-4,4,15,2,0,-3
96,2016-4-5,4,15,3,3,0
97,2016-4-6,4,15,4,4,-1
98,2016-4-7,4,15,5,5,-2
99,2016-4-8,4,15,6,5,1
100,2016-4-9,4,15,7,2,-3
101,2016-4-10,4,16,1,6,-2
102,2016-4-11,4,16,2,4,-1
103,2016-4-12,4,16,3,6,-2
104,2016-4-13,4,16,4,4,-1
105,2016-4-14,4,16,5,7,-2
106,2016-4-15,4,16,6,7,3
107,2016-4-16,4,16,7,5,3
108,2016-4-17,4,17,1,9,0
109,2016-4-18,4,17,2,5,1
110,2016-4-19,4,17,3,7,4
111,2016-4-20,4,17,4,7,2
112,2016-4-21,4,17,5,9,5
113,2016-4-22,4,17,6,9,5
114,2016-4-23,4,17,7,7,4
115,2016-4-24,4,18,1,8,4
116,2016-4-25,4,18,2,7,6
117,2016-4-26,4,18,3,10,5
118,2016-4-27,4,18,4,9,6
119,2016-4-28,4,18,5,12,3
120,2016-4-29,4,18,6,9,5
121,2016-4-30,4,18,7,12,6
122,2016-5-1,5,19,1,13,5
123,2016-5-2,5,19,2,10,8
124,2016-5-3,5,19,3,12,9
125,2016-5-4,5,19,4,11,7
126,2016-5-5,5,19,5,12,6
127,2016-5-6,5,19,6,14,6
128,2016-5-7,5,19,7,15,10
129,2016-5-8,5,20,1,12,10
130,2016-5-9,5,20,2,14,8
131,2016-5-10,5,20,3,14,7
132,2016-5-11,5,20,4,14,11
133,2016-5-12,5,20,5,15,10
134,2016-5-13,5,20,6,17,10
135,2016-5-14,5,20,7,14,13
136,2016-5-15,5,21,1,16,11
137,2016-5-16,5,21,2,16,10
138,2016-5-17,5,21,3,17,10
139,2016-5-18,5,21,4,15,14
140,2016-5-19,5,21,5,17,12
141,2016-5-20,5,21,6,20,13
142,2016-5-21,5,21,7,19,13
143,2016-5-22,5,22,1,17,13
144,2016-5-23,5,22,2,18,15
145,2016-5-24,5,22,3,19,15
146,2016-5-25,5,22,4,20,15
147,2016-5-26,5,22,5,19,17
148,2016-5-27,5,22,6,19,15
149,2016-5-28,5,22,7,18,13
150,2016-5-29,5,23,1,21,15
151,2016-5-30,5,23,2,23,15
152,2016-5-31,5,23,3,19,16
153,2016-6-1,6,23,4,23,15
154,2016-6-2,6,23,5,21,17
155,2016-6-3,6,23,6,20,18
156,2016-6-4,6,23,7,20,15
157,2016-6-5,6,24,1,22,16
158,2016-6-6,6,24,2,23,16
159,2016-6-7,6,24,3,23,18
160,2016-6-8,6,24,4,22,20
161,2016-6-9,6,24,5,26,20
162,2016-6-10,6,24,6,25,17
163,2016-6-11,6,24,7,24,21
164,2016-6-12,6,25,1,25,18
165,2016-6-13,6,25,2,25,21
166,2016-6-14,6,25,3,25,18
167,2016-6-15,6,25,4,23,22
168,2016-6-16,6,25,5,28,19
169,2016-6-17,6,25,6,28,23
170,2016-6-18,6,25,7,24,19
171,2016-6-19,6,26,1,28,21
172,2016-6-20,6,26,2,29,24
173,2016-6-21,6,26,3,27,22
174,2016-6-22,6,26,4,26,20
175,2016-6-23,6,26,5,29,21
176,2016-6-24,6,26,6,25,23
177,2016-6-25,6,26,7,28,21
178,2016-6-26,6,27,1,26,25
179,2016-6-27,6,27,2,29,21
180,2016-6-28,6,27,3,28,21
181,2016-6-29,6,27,4,30,22
182,2016-6-30,6,27,5,28,24
183,2016-7-1,7,27,6,29,22
184,2016-7-2,7,27,7,29,23
185,2016-7-3,7,28,1,27,25
186,2016-7-4,7,28,2,28,25
187,2016-7-5,7,28,3,28,25
188,2016-7-6,7,28,4,28,26
189,2016-7-7,7,28,5,28,26
190,2016-7-8,7,28,6,31,26
191,2016-7-9,7,28,7,28,24
192,2016-7-10,7,29,1,30,23
193,2016-7-11,7,29,2,28,23
194,2016-7-12,7,29,3,30,23
195,2016-7-13,7,29,4,32,25
196,2016-7-14,7,29,5,31,24
197,2016-7-15,7,29,6,28,24
198,2016-7-16,7,29,7,29,27
199,2016-7-17,7,30,1,31,28
200,2016-7-18,7,30,2,30,28
201,2016-7-19,7,30,3,33,27
202,2016-7-20,7,30,4,33,24
203,2016-7-21,7,30,5,30,26
204,2016-7-22,7,30,6,29,27
205,2016-7-23,7,30,7,31,27
206,2016-7-24,7,31,1,30,26
207,2016-7-25,7,31,2,30,26
208,2016-7-26,7,31,3,29,27
209,2016-7-27,7,31,4,30,28
210,2016-7-28,7,31,5,33,27
211,2016-7-29,7,31,6,32,27
212,2016-7-30,7,31,7,30,25
213,2016-7-31,7,32,1,30,25
214,2016-8-1,8,32,2,32,26
215,2016-8-2,8,32,3,30,28
216,2016-8-3,8,32,4,29,26
217,2016-8-4,8,32,5,32,28
218,2016-8-5,8,32,6,32,28
219,2016-8-6,8,32,7,32,24
220,2016-8-7,8,33,1,29,27
221,2016-8-8,8,33,2,32,24
222,2016-8-9,8,33,3,33,24
223,2016-8-10,8,33,4,29,24
224,2016-8-11,8,33,5,29,27
225,2016-8-12,8,33,6,30,27
226,2016-8-13,8,33,7,29,24
227,2016-8-14,8,34,1,29,25
228,2016-8-15,8,34,2,28,26
229,2016-8-16,8,34,3,32,23
230,2016-8-17,8,34,4,31,26
231,2016-8-18,8,34,5,32,27
232,2016-8-19,8,34,6,28,23
233,2016-8-20,8,34,7,32,24
234,2016-8-21,8,35,1,31,26
235,2016-8-22,8,35,2,29,22
236,2016-8-23,8,35,3,27,25
237,2016-8-24,8,35,4,30,22
238,2016-8-25,8,35,5,31,23
239,2016-8-26,8,35,6,30,26
240,2016-8-27,8,35,7,30,25
241,2016-8-28,8,36,1,28,25
242,2016-8-29,8,36,2,30,21
243,2016-8-30,8,36,3,30,24
244,2016-8-31,8,36,4,30,23
245,2016-9-1,9,36,5,28,21
246,2016-9-2,9,36,6,29,21
247,2016-9-3,9,36,7,26,22
248,2016-9-4,9,37,1,27,24
249,2016-9-5,9,37,2,28,22
250,2016-9-6,9,37,3,25,21
251,2016-9-7,9,37,4,27,23
252,2016-9-8,9,37,5,27,23
253,2016-9-9,9,37,6,24,21
254,2016-9-10,9,37,7,26,21
255,2016-9-11,9,38,1,24,20
256,2016-9-12,9,38,2,27,22
257,2016-9-13,9,38,3,24,18
258,2016-9-14,9,38,4,24,18
259,2016-9-15,9,38,5,26,20
260,2016-9-16,9,38,6,26,21
261,2016-9-17,9,38,7,22,18
262,2016-9-18,9,39,1,26,20
263,2016-9-19,9,39,2,23,19
264,2016-9-20,9,39,3,25,17
265,2016-9-21,9,39,4,22,17
266,2016-9-22,9,39,5,24,17
267,2016-9-23,9,39,6,20,19
268,2016-9-24,9,39,7,20,15
269,2016-9-25,9,40,1,23,18
270,2016-9-26,9,40,2,20,16
271,2016-9-27,9,40,3,23,15
272,2016-9-28,9,40,4,22,16
273,2016-9-29,9,40,5,18,16
274,2016-9-30,9,40,6,18,14
275,2016-10-1,10,40,7,19,15
276,2016-10-2,10,41,1,21,12
277,2016-10-3,10,41,2,18,16
278,2016-10-4,10,41,3,20,12
279,2016-10-5,10,41,4,16,14
280,2016-10-6,10,41,5,16,15
281,2016-10-7,10,41,6,19,11
282,2016-10-8,10,41,7,20,14
283,2016-10-9,10,42,1,15,10
284,2016-10-10,10,42,2,19,10
285,2016-10-11,10,42,3,18,12
286,2016-10-12,10,42,4,18,11
287,2016-10-13,10,42,5,14,11
288,2016-10-14,10,42,6,17,9
289,2016-10-15,10,42,7,15,9
290,2016-10-16,10,43,1,16,10
291,2016-10-17,10,43,2,12,9
292,2016-10-18,10,43,3,12,9
293,2016-10-19,10,43,4,13,9
294,2016-10-20,10,43,5,14,10
295,2016-10-21,10,43,6,14,6
296,2016-10-22,10,43,7,13,7
297,2016-10-23,10,44,1,10,9
298,2016-10-24,10,44,2,13,8
299,2016-10-25,10,44,3,10,9
300,2016-10-26,10,44,4,9,8
301,2016-10-27,10,44,5,13,5
302,2016-10-28,10,44,6,10,4
303,2016-10-29,10,44,7,9,4
304,2016-10-30,10,45,1,12,5
305,2016-10-31,10,45,2,11,3
306,2016-11-1,11,45,3,7,5
307,2016-11-2,11,45,4,11,3
308,2016-11-3,11,45,5,8,2
309,2016-11-4,11,45,6,9,2
310,2016-11-5,11,45,7,6,1
311,2016-11-6,11,46,1,6,3
312,2016-11-7,11,46,2,8,0
313,2016-11-8,11,46,3,7,4
314,2016-11-9,11,46,4,7,0
315,2016-11-10,11,46,5,7,0
316,2016-11-11,11,46,6,8,-1
317,2016-11-12,11,46,7,7,-2
318,2016-11-13,11,47,1,5,-1
319,2016-11-14,11,47,2,3,0
320,2016-11-15,11,47,3,4,-1
321,2016-11-16,11,47,4,3,0
322,2016-11-17,11,47,5,3,-3
323,2016-11-18,11,47,6,2,-2
324,2016-11-19,11,47,7,1,-3
325,2016-11-20,11,48,1,1,-1
326,2016-11-21,11,48,2,2,-3
327,2016-11-22,11,48,3,3,-4
328,2016-11-23,11,48,4,1,-3
329,2016-11-24,11,48,5,4,-2
330,2016-11-25,11,48,6,0,-2
331,2016-11-26,11,48,7,0,-6
332,2016-11-27,11,49,1,0,-2
333,2016-11-28,11,49,2,2,-5
334,2016-11-29,11,49,3,2,-5
335,2016-11-30,11,49,4,2,-5
336,2016-12-1,12,49,5,2,-3
337,2016-12-2,12,49,6,-3,-4
338,2016-12-3,12,49,7,-3,-4
339,2016-12-4,12,50,1,-1,-4
340,2016-12-5,12,50,2,0,-7
341,2016-12-6,12,50,3,-1,-6
342,2016-12-7,12,50,4,0,-9
343,2016-12-8,12,50,5,-1,-5
344,2016-12-9,12,50,6,-3,-9
345,2016-12-10,12,50,7,-4,-6
346,2016-12-11,12,51,1,-5,-6
347,2016-12-12,12,51,2,-5,-6
348,2016-12-13,12,51,3,-6,-7
349,2016-12-14,12,51,4,-2,-10
350,2016-12-15,12,51,5,-2,-7
351,2016-12-16,12,51,6,-4,-9
352,2016-12-17,12,51,7,-4,-8
353,2016-12-18,12,52,1,-7,-12
354,2016-12-19,12,52,2,-4,-10
355,2016-12-20,12,52,3,-4,-9
356,2016-12-21,12,52,4,-5,-11
357,2016-12-22,12,52,5,-7,-13
358,2016-12-23,12,52,6,-8,-11
359,2016-12-24,12,52,7,-5,-9
360,2016-12-25,12,53,1,-6,-10
361,2016-12-26,12,53,2,-5,-12
362,2016-12-27,12,53,3,-4,-12
363,2016-12-28,12,53,4,-7,-10
364,2016-12-29,12,53,5,-5,-10
365,2016-12-30,12,53,6,-5,-10
366,2016-12-31,12,53,7,-5,-12
367,2017-1-1,1,1,1,-9,-11
368,2017-1-2,1,1,2,-7,-13
369,2017-1-3,1,1,3,-6,-13
370,2017-1-4,1,1,4,-7,-11
371,2017-1-5,1,1,5,-6,-11
372,2017-1-6,1,1,6,-10,-14
373,2017-1-7,1,1,7,-7,-11
374,2017-1-8,1,2,1,-6,-12
375,2017-1-9,1,2,2,-6,-14
376,2017-1-10,1,2,3,-8,-14
377,2017-1-11,1,2,4,-9,-12
378,2017-1-12,1,2,5,-6,-12
379,2017-1-13,1,2,6,-10,-12
380,2017-1-14,1,2,7,-11,-16
381,2017-1-15,1,3,1,-7,-16
382,2017-1-16,1,3,2,-10,-13
383,2017-1-17,1,3,3,-7,-14
384,2017-1-18,1,3,4,-11,-15
385,2017-1-19,1,3,5,-7,-15
386,2017-1-20,1,3,6,-9,-14
387,2017-1-21,1,3,7,-7,-15
388,2017-1-22,1,4,1,-9,-12
389,2017-1-23,1,4,2,-8,-16
390,2017-1-24,1,4,3,-8,-15
391,2017-1-25,1,4,4,-8,-12
392,2017-1-26,1,4,5,-8,-13
393,2017-1-27,1,4,6,-7,-12
394,2017-1-28,1,4,7,-7,-15
395,2017-1-29,1,5,1,-8,-12
396,2017-1-30,1,5,2,-8,-15
397,2017-1-31,1,5,3,-8,-15
398,2017-2-1,2,5,4,-10,-13
399,2017-2-2,2,5,5,-8,-15
400,2017-2-3,2,5,6,-10,-12
401,2017-2-4,2,5,7,-9,-15
402,2017-2-5,2,6,1,-9,-14
403,2017-2-6,2,6,2,-9,-16
404,2017-2-7,2,6,3,-9,-14
405,2017-2-8,2,6,4,-8,-13
406,2017-2-9,2,6,5,-6,-12
407,2017-2-10,2,6,6,-8,-12
408,2017-2-11,2,6,7,-8,-13
409,2017-2-12,2,7,1,-7,-11
410,2017-2-13,2,7,2,-6,-14
411,2017-2-14,2,7,3,-9,-14
412,2017-2-15,2,7,4,-9,-12
413,2017-2-16,2,7,5,-8,-13
414,2017-2-17,2,7,6,-6,-13
415,2017-2-18,2,7,7,-9,-14
416,2017-2-19,2,8,1,-7,-14
417,2017-2-20,2,8,2,-9,-11
418,2017-2-21,2,8,3,-7,-12
419,2017-2-22,2,8,4,-6,-10
420,2017-2-23,2,8,5,-4,-11
421,2017-2-24,2,8,6,-7,-11
422,2017-2-25,2,8,7,-8,-10
423,2017-2-26,2,9,1,-5,-13
424,2017-2-27,2,9,2,-4,-10
425,2017-2-28,2,9,3,-8,-12
426,2017-3-1,3,9,4,-6,-8
427,2017-3-2,3,9,5,-7,-11
428,2017-3-3,3,9,6,-4,-10
429,2017-3-4,3,9,7,-5,-8
430,2017-3-5,3,10,1,-6,-9
431,2017-3-6,3,10,2,-2,-11
432,2017-3-7,3,10,3,-3,-10
433,2017-3-8,3,10,4,-4,-8
434,2017-3-9,3,10,5,-5,-11
435,2017-3-10,3,10,6,-3,-10
436,2017-3-11,3,10,7,-2,-10
437,2017-3-12,3,11,1,-3,-7
438,2017-3-13,3,11,2,-5,-8
439,2017-3-14,3,11,3,-4,-6
440,2017-3-15,3,11,4,0,-5
441,2017-3-16,3,11,5,-2,-7
442,2017-3-17,3,11,6,-1,-6
443,2017-3-18,3,11,7,-3,-8
444,2017-3-19,3,12,1,-2,-8
445,2017-3-20,3,12,2,-1,-5
446,2017-3-21,3,12,3,1,-7
447,2017-3-22,3,12,4,-1,-6
448,2017-3-23,3,12,5,0,-3
449,2017-3-24,3,12,6,-1,-6
450,2017-3-25,3,12,7,1,-5
451,2017-3-26,3,13,1,2,-4
452,2017-3-27,3,13,2,3,-2
453,2017-3-28,3,13,3,2,-2
454,2017-3-29,3,13,4,2,-4
455,2017-3-30,3,13,5,4,-3
456,2017-3-31,3,13,6,1,-2
457,2017-4-1,4,13,7,4,-2
458,2017-4-2,4,14,1,2,-3
459,2017-4-3,4,14,2,6,-3
460,2017-4-4,4,14,3,4,-2
461,2017-4-5,4,14,4,5,-1
462,2017-4-6,4,14,5,6,-3
463,2017-4-7,4,14,6,4,1
464,2017-4-8,4,14,7,5,-1
465,2017-4-9,4,15,1,7,2
466,2017-4-10,4,15,2,6,3
467,2017-4-11,4,15,3,6,0
468,2017-4-12,4,15,4,9,4
469,2017-4-13,4,15,5,7,4
470,2017-4-14,4,15,6,8,0
471,2017-4-15,4,15,7,10,3
472,2017-4-16,4,16,1,6,5
473,2017-4-17,4,16,2,6,4
474,2017-4-18,4,16,3,9,5
475,2017-4-19,4,16,4,8,6
476,2017-4-20,4,16,5,9,3
477,2017-4-21,4,16,6,11,7
478,2017-4-22,4,16,7,9,3
479,2017-4-23,4,17,1,9,5
480,2017-4-24,4,17,2,12,8
481,2017-4-25,4,17,3,12,8
482,2017-4-26,4,17,4,13,4
483,2017-4-27,4,17,5,12,6
484,2017-4-28,4,17,6,14,8
485,2017-4-29,4,17,7,14,8
486,2017-4-30,4,18,1,12,6
487,2017-5-1,5,18,2,8,2
488,2017-5-2,5,18,3,11,6
489,2017-5-3,5,18,4,11,4
490,2017-5-4,5,18,5,11,3
491,2017-5-5,5,18,6,10,3
492,2017-5-6,5,18,7,9,8
493,2017-5-7,5,19,1,11,6
494,2017-5-8,5,19,2,14,4
495,2017-5-9,5,19,3,12,6
496,2017-5-10,5,19,4,13,7
497,2017-5-11,5,19,5,11,5
498,2017-5-12,5,19,6,13,7
499,2017-5-13,5,19,7,14,6
500,2017-5-14,5,20,1,14,10
501,2017-5-15,5,20,2,13,11
502,2017-5-16,5,20,3,12,8
503,2017-5-17,5,20,4,15,12
504,2017-5-18,5,20,5,13,12
505,2017-5-19,5,20,6,14,12
506,2017-5-20,5,20,7,18,11
507,2017-5-21,5,21,1,14,10
508,2017-5-22,5,21,2,17,12
509,2017-5-23,5,21,3,17,8
510,2017-5-24,5,21,4,19,9
511,2017-5-25,5,21,5,14,8
512,2017-5-26,5,21,6,18,10
513,2017-5-27,5,21,7,17,10
514,2017-5-28,5,22,1,18,8
515,2017-5-29,5,22,2,15,9
516,2017-5-30,5,22,3,15,11
517,2017-5-31,5,22,4,19,11
518,2017-6-1,6,22,5,10,6
519,2017-6-2,6,22,6,8,5
520,2017-6-3,6,22,7,7,4
521,2017-6-4,6,23,1,12,6,0,0
522,2017-6-5,6,23,2,10,5,0,0
523,2017-6-6,6,23,3,12,6,0,0
524,2017-6-7,6,23,4,18,10,0,0
525,2017-6-8,6,23,5,19,13,0,0
526,2017-6-9,6,23,6,20,13,0,0
527,2017-6-10,6,23,7,17,14,0,0
528,2017-6-11,6,24,1,20,11,0,0
529,2017-6-12,6,24,2,21,13,0,0
530,2017-6-13,6,24,3,19,11,0,0
531,2017-6-14,6,24,4,19,12,0,0
532,2017-6-15,6,24,5,19,17,0,0
533,2017-6-16,6,24,6,20,15,0,0
534,2017-6-17,6,24,7,18,17,0,0
